customer_id,gender,married,dependents,senior_citizen,tenure,phone_service,internet_service,paperless_billing,contract_type,payment_method,monthly_charges,total_charges,churn
8639-NHQEI,Female,Yes,Yes,No,72,Yes,Fiber,Yes,Biannually,Wire (auto),95.9,6954.15,No
8640-SDGKB,Male,No,No,No,4,Yes,DSL,Yes,Monthly,eCheck,74.4,299.7,Yes
8642-GVWRF,Female,Yes,No,No,2,Yes,Fiber,No,Monthly,Wire (auto),79.7,165,Yes
8644-XLFBW,Male,No,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,71.65,71.65,Yes
8644-XYTSV,Male,Yes,No,No,42,No,DSL,Yes,Monthly,Wire (auto),40.15,1626.05,No
8645-KOMJQ,Male,Yes,Yes,No,69,Yes,DSL,Yes,Biannually,Wire (auto),81.95,5601.4,No
8645-KWHJO,Male,No,No,No,14,No,DSL,Yes,Monthly,eCheck,55,771.95,No
8646-JCOMS,Female,Yes,No,No,66,Yes,Fiber,Yes,Annually,Wire (auto),90.55,6130.95,No
8647-SDTWQ,Male,Yes,Yes,No,57,Yes,Fiber,Yes,Monthly,eCheck,74.3,4018.35,No
8648-PFRMP,Female,No,No,Yes,14,No,DSL,Yes,Monthly,eCheck,46.35,672.7,No
8650-RHRKE,Male,No,No,No,4,No,DSL,Yes,Monthly,eCheck,29.65,118.5,Yes
8651-ENBZX,Female,No,No,Yes,60,Yes,Fiber,Yes,Annually,eCheck,106,6441.4,Yes
8652-YHIYU,Female,No,Yes,No,16,Yes,Fiber,Yes,Annually,Credit (auto),79.5,1264.2,No
8654-DHAOW,Female,No,No,No,2,Yes,DSL,No,Monthly,Check,54.15,101.65,No
8659-HDIYE,Female,No,No,Yes,64,Yes,DSL,No,Monthly,Credit (auto),74.65,4869.35,No
8659-IOOPU,Female,Yes,Yes,No,71,Yes,Fiber,No,Biannually,eCheck,100.45,7159.7,No
8660-BUETV,Female,No,No,No,3,Yes,DSL,No,Monthly,Check,44.75,148.05,No
8661-BOYNW,Female,Yes,No,No,72,Yes,DSL,Yes,Biannually,Credit (auto),84.4,6096.45,No
8663-UPDGF,Female,No,No,No,26,Yes,DSL,Yes,Monthly,Wire (auto),69.5,1800.05,No
8665-UTDHZ,Male,Yes,Yes,No,1,No,DSL,No,Monthly,eCheck,30.2,30.2,Yes
8668-KNZTI,Male,No,No,No,52,Yes,DSL,No,Annually,eCheck,53.75,2790.65,No
8670-ERCJH,Male,No,No,No,72,Yes,Fiber,No,Biannually,Wire (auto),113.4,8164.1,No
8670-MEFCP,Female,Yes,Yes,No,36,Yes,DSL,Yes,Biannually,Credit (auto),92.9,3379.25,No
8671-KKKOS,Female,Yes,No,No,46,No,DSL,No,Monthly,eCheck,45.55,2062.15,No
8672-OAUPW,Male,No,Yes,No,51,Yes,DSL,No,Annually,Credit (auto),47.85,2356.75,No
8676-OOQEJ,Male,No,No,No,4,No,DSL,No,Monthly,eCheck,30.5,118.4,No
8676-TRMJS,Male,No,No,No,3,Yes,Fiber,No,Monthly,Check,75,209.1,Yes
8677-HDZEE,Female,No,No,No,56,Yes,Fiber,Yes,Monthly,Wire (auto),105.45,5916.95,No
8679-JOEVF,Female,No,No,Yes,16,Yes,DSL,No,Monthly,eCheck,59.4,1023.9,Yes
8679-LZBMD,Male,Yes,No,No,44,Yes,Fiber,Yes,Annually,Wire (auto),90.65,3974.15,No
8680-CGLTP,Male,No,No,No,29,Yes,DSL,Yes,Annually,eCheck,58.75,1696.2,No
8681-ICONS,Male,Yes,Yes,No,29,Yes,No,Yes,Monthly,Check,20.65,654.85,No
8685-WHQPW,Female,No,No,Yes,22,Yes,Fiber,Yes,Monthly,Wire (auto),74.4,1692.6,Yes
8687-BAFGU,Male,No,No,No,1,Yes,Fiber,No,Monthly,eCheck,74,74,No
8690-UPCZI,Male,Yes,Yes,No,29,Yes,DSL,No,Annually,Wire (auto),69.05,1958.45,No
8690-ZVLCL,Female,Yes,Yes,No,68,Yes,DSL,No,Biannually,Credit (auto),88,6161.9,No
8695-ARGXZ,Male,Yes,No,Yes,34,Yes,Fiber,Yes,Monthly,eCheck,75.55,2425.4,No
8695-WDYEA,Male,No,No,No,1,Yes,DSL,No,Monthly,Check,51.25,51.25,No
8696-JKZNU,Female,No,No,Yes,37,Yes,Fiber,Yes,Monthly,eCheck,76.25,2841.55,Yes
8699-ASUFO,Male,Yes,No,Yes,7,Yes,Fiber,Yes,Monthly,Check,74.4,527.9,Yes
8701-DGLVH,Male,No,No,No,51,Yes,No,No,Biannually,Check,20.45,1042.65,No
8705-DWKTI,Male,No,No,No,52,Yes,Fiber,Yes,Monthly,Credit (auto),83.8,4331.4,No
8705-WZCYL,Male,No,No,No,1,Yes,DSL,Yes,Monthly,eCheck,44.8,44.8,No
8706-HRADD,Male,No,No,No,21,No,DSL,Yes,Monthly,Check,43.55,1011.5,No
8707-HOEDG,Female,Yes,Yes,No,70,Yes,Fiber,Yes,Biannually,eCheck,110.2,7689.8,No
8707-RMEZH,Female,Yes,No,Yes,69,Yes,Fiber,No,Annually,Credit (auto),87.3,6055.55,No
8708-XPXHZ,Female,Yes,Yes,No,42,Yes,Fiber,Yes,Monthly,eCheck,94.2,4186.3,Yes
8709-KRDVL,Female,No,No,No,33,Yes,Fiber,Yes,Monthly,eCheck,100,3320.6,No
8710-YGLWG,Male,No,No,No,1,Yes,DSL,Yes,Monthly,Check,44.9,44.9,No
8711-LOBKY,Male,Yes,Yes,No,59,Yes,No,No,Biannually,Check,19.85,1188.25,No
8713-IGZSO,Male,No,No,No,2,Yes,No,No,Monthly,Check,24.85,62,No
8714-CTZJW,Female,No,No,No,4,Yes,Fiber,Yes,Monthly,Credit (auto),82.85,319.6,No
8714-EUHJO,Female,Yes,Yes,No,31,Yes,Fiber,Yes,Monthly,eCheck,91.15,2995.45,Yes
8715-KKTFG,Female,Yes,No,No,61,Yes,Fiber,Yes,Annually,Wire (auto),103.3,6518.35,No
8717-VCTXJ,Male,No,No,No,42,Yes,No,Yes,Annually,Check,19.55,839.4,No
8718-PTMEZ,Female,No,No,No,13,No,DSL,Yes,Monthly,eCheck,31.05,347.25,Yes
8720-RQSBJ,Male,No,No,Yes,1,Yes,DSL,No,Monthly,eCheck,44,44,No
8722-NGNBH,Male,No,No,No,5,No,DSL,No,Monthly,Check,40,223.45,Yes
8722-PRFDV,Female,Yes,Yes,No,71,Yes,DSL,No,Biannually,Credit (auto),77.55,5574.35,No
8725-JEDFD,Male,No,No,No,27,Yes,Fiber,Yes,Monthly,Check,69.05,1793.25,No
8727-JQFHV,Male,Yes,Yes,No,57,Yes,No,No,Biannually,Check,20.75,1123.15,No
8727-XDPUD,Male,No,No,No,37,No,DSL,No,Biannually,Credit (auto),35.8,1316.9,No
8728-SKJLR,Male,No,No,No,41,Yes,Fiber,Yes,Monthly,eCheck,74.25,3089.1,No
8731-WBBMB,Female,Yes,No,No,26,Yes,DSL,No,Monthly,Wire (auto),81.9,2078.55,No
8734-DKSTZ,Female,Yes,Yes,No,10,Yes,Fiber,No,Monthly,eCheck,85.95,858.6,No
8734-FNWVH,Male,Yes,Yes,No,31,Yes,DSL,No,Monthly,Wire (auto),59.7,1825.5,No
8735-DCXNF,Male,Yes,No,No,10,Yes,DSL,Yes,Monthly,Credit (auto),54.95,568.85,No
8735-IJJEG,Male,Yes,No,No,14,Yes,DSL,No,Monthly,Credit (auto),50.2,668.85,No
8735-NBLWT,Male,No,Yes,No,9,Yes,No,No,Monthly,Check,20.4,184.1,No
8735-SDUFN,Female,Yes,No,Yes,72,Yes,No,No,Biannually,Wire (auto),24.3,1778.7,No
8738-JOKAR,Female,No,No,No,42,Yes,DSL,Yes,Annually,Check,67.7,2882.25,No
8739-QOTTN,Female,Yes,No,No,2,Yes,No,No,Monthly,Check,20.35,41.85,No
8739-WWKDU,Male,No,No,Yes,25,Yes,Fiber,Yes,Monthly,eCheck,89.5,2196.15,Yes
8739-XNIKG,Female,No,No,No,5,Yes,Fiber,Yes,Monthly,eCheck,84,424.75,No
8740-CRYFY,Male,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,78.95,78.95,Yes
8740-XLHDR,Male,No,No,No,5,No,DSL,Yes,Monthly,Check,43.25,219,Yes
8741-LQOBK,Female,Yes,Yes,No,46,No,DSL,No,Monthly,Wire (auto),35.05,1620.25,No
8745-PVESG,Female,No,No,No,57,No,DSL,Yes,Annually,Credit (auto),41.1,2258.25,No
8746-BFOAJ,Male,No,No,Yes,21,Yes,No,No,Annually,Wire (auto),20.5,429.55,No
8746-OQQRW,Male,No,No,No,4,Yes,No,No,Monthly,Check,25.25,101.9,No
8747-UDCOI,Female,Yes,No,No,65,Yes,No,No,Biannually,Wire (auto),19.35,1319.95,No
8748-HFWBO,Male,Yes,Yes,No,19,Yes,No,No,Annually,Check,19.9,357.7,No
8749-CLJXC,Male,No,No,No,1,Yes,No,No,Monthly,Check,20.05,20.05,No
8749-JMNKX,Male,Yes,No,Yes,51,Yes,Fiber,Yes,Monthly,Wire (auto),93.8,4750.95,Yes
8749-TZYEC,Male,Yes,No,No,72,Yes,No,No,Biannually,Credit (auto),24.8,1874.3,No
8750-QWZAJ,Female,Yes,Yes,No,70,Yes,No,No,Biannually,Wire (auto),19.8,1378.75,No
8751-EDEKA,Female,Yes,No,No,28,Yes,Fiber,No,Monthly,Credit (auto),89.9,2433.5,No
8752-GHJFU,Male,Yes,No,Yes,71,Yes,Fiber,Yes,Annually,eCheck,92,6585.2,No
8752-IMQOS,Male,Yes,Yes,No,5,Yes,No,No,Annually,Check,20.1,85.1,No
8752-STIVR,Female,No,No,No,4,Yes,Fiber,Yes,Monthly,eCheck,79,303.15,Yes
8755-IWJHN,Male,Yes,No,Yes,69,Yes,Fiber,Yes,Monthly,Wire (auto),95.35,6382,No
8755-OGKNA,Female,Yes,Yes,No,57,Yes,No,No,Biannually,Wire (auto),19.5,1167.6,No
8756-RDDLT,Female,No,No,No,68,No,DSL,No,Monthly,eCheck,44.95,3085.35,No
8757-TFHHJ,Male,No,No,No,1,Yes,DSL,Yes,Monthly,Credit (auto),49.8,49.8,No
8760-ZRHKE,Female,Yes,Yes,Yes,71,Yes,DSL,No,Annually,eCheck,69.2,4982.5,No
8761-NSOBC,Male,No,No,No,44,Yes,Fiber,No,Monthly,eCheck,100.55,4398.15,Yes
8763-KIAFH,Female,Yes,Yes,No,27,Yes,No,Yes,Annually,Check,20.55,583.3,No
8766-PAFNE,Male,Yes,No,No,71,Yes,DSL,Yes,Biannually,Credit (auto),79.1,5564.85,No
8769-KKTPH,Female,Yes,Yes,No,63,Yes,Fiber,Yes,Annually,Credit (auto),99.65,6311.2,No
8773-HHUOZ,Female,No,Yes,No,17,Yes,DSL,Yes,Monthly,Check,64.7,1093.1,Yes
8774-GSBUN,Male,Yes,No,No,72,Yes,No,No,Biannually,Check,25.4,1797.1,No
8775-CEBBJ,Female,No,No,No,9,Yes,DSL,Yes,Monthly,Wire (auto),44.2,403.35,Yes
8775-ERLNB,Male,Yes,No,Yes,1,Yes,Fiber,No,Monthly,eCheck,74.3,74.3,No
8775-LHDJH,Female,Yes,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,90.6,90.6,Yes
8777-MBMTS,Female,Yes,No,Yes,65,Yes,Fiber,Yes,Biannually,Credit (auto),105.85,6725.5,No
8777-PVYGU,Female,Yes,No,No,52,Yes,DSL,Yes,Annually,Check,64.3,3410.6,No
8778-LMWTJ,Female,No,No,No,9,Yes,Fiber,Yes,Monthly,eCheck,74.85,708.2,No
8779-QRDMV,Male,No,No,Yes,1,No,DSL,Yes,Monthly,eCheck,39.65,39.65,Yes
8779-YIQQA,Male,Yes,Yes,No,21,Yes,No,No,Annually,Check,19.8,350.1,No
8780-IHCRN,Male,Yes,Yes,No,63,Yes,No,No,Biannually,Credit (auto),24.65,1574.5,No
8780-IXSTS,Female,No,No,No,6,Yes,Fiber,Yes,Monthly,eCheck,90.1,521.3,Yes
8780-RSYYU,Female,No,No,No,25,Yes,No,Yes,Monthly,Credit (auto),19.2,532.1,No
8780-YRMTT,Female,No,No,No,66,No,DSL,Yes,Biannually,Check,47.4,3177.25,No
8782-LKFPK,Male,No,No,No,44,Yes,Fiber,Yes,Monthly,Check,90.4,4063,No
8782-NUUOL,Male,No,No,No,60,Yes,DSL,No,Annually,Check,79,4801.1,No
8784-CGILN,Female,No,No,No,18,Yes,Fiber,Yes,Monthly,Wire (auto),99.85,1776.95,Yes
8785-CJSHH,Female,Yes,No,No,60,Yes,Fiber,Yes,Monthly,eCheck,99.8,5985.75,No
8785-EPNCG,Male,No,No,No,11,Yes,No,No,Monthly,Credit (auto),23.15,245.2,Yes
8788-DOXSU,Male,No,No,No,59,Yes,DSL,Yes,Annually,Wire (auto),61.35,3645.5,No
8791-GFXLZ,Male,No,No,No,12,Yes,DSL,Yes,Monthly,Wire (auto),49.05,593.05,No
8792-AOROI,Female,Yes,No,No,8,Yes,DSL,No,Biannually,Check,65.5,564.35,No
8799-OXZMD,Female,No,No,No,28,No,DSL,Yes,Monthly,Check,29.75,790.7,No
8800-JOOCF,Female,No,Yes,No,12,Yes,Fiber,Yes,Monthly,eCheck,84.05,966.55,No
8800-ZKRFW,Female,Yes,Yes,No,30,Yes,Fiber,Yes,Monthly,eCheck,107.5,3242.5,No
8802-UNOJF,Male,No,No,Yes,12,Yes,Fiber,Yes,Monthly,Check,83.8,1029.75,Yes
8805-JNRAZ,Female,No,No,No,2,Yes,DSL,No,Monthly,Check,49.2,103.7,No
8806-EAGWC,Male,No,No,No,3,Yes,DSL,No,Monthly,Check,55.15,159.15,Yes
8807-ARQET,Female,No,No,No,41,No,DSL,Yes,Monthly,eCheck,40.35,1677.85,No
8807-OPMBM,Female,Yes,Yes,No,55,Yes,No,Yes,Biannually,Credit (auto),25.65,1388,No
8808-ELEHO,Male,No,No,Yes,8,Yes,Fiber,Yes,Monthly,eCheck,81.25,585.95,Yes
8809-RIHDD,Male,Yes,Yes,No,72,Yes,Fiber,Yes,Biannually,eCheck,103.4,7372.65,Yes
8809-XKHMD,Male,Yes,No,No,72,Yes,Fiber,Yes,Biannually,Wire (auto),100.55,7325.1,No
8812-ZRHFP,Female,Yes,Yes,No,30,Yes,Fiber,No,Annually,eCheck,86.45,2538.05,No
8815-LMFLX,Male,Yes,Yes,No,25,Yes,No,Yes,Monthly,Wire (auto),25.4,546.85,No
8816-VXNZD,Female,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,75.1,75.1,Yes
8818-DOPVL,Female,No,No,Yes,46,Yes,Fiber,Yes,Monthly,eCheck,104.45,4863.85,No
8818-XYFCQ,Male,Yes,Yes,No,32,Yes,Fiber,Yes,Monthly,Credit (auto),99.55,3204.65,Yes
8819-IMISP,Male,No,No,No,31,Yes,Fiber,Yes,Monthly,eCheck,80.45,2429.1,No
8819-WFGGJ,Male,Yes,No,No,68,No,DSL,Yes,Biannually,Wire (auto),54.1,3794.5,No
8819-ZBYNA,Female,Yes,No,No,58,Yes,Fiber,Yes,Biannually,Credit (auto),109.1,6393.65,No
8821-KVZKQ,Female,Yes,Yes,No,70,No,DSL,Yes,Annually,Wire (auto),58.4,4113.15,No
8821-XNHVZ,Female,Yes,Yes,No,1,Yes,Fiber,Yes,Monthly,Check,80.05,80.05,Yes
8822-KNBHV,Female,No,No,No,48,Yes,DSL,Yes,Annually,Credit (auto),83.45,3887.85,No
8823-RLPWL,Female,Yes,No,No,72,Yes,Fiber,Yes,Biannually,Credit (auto),110.65,8065.65,No
8824-RWFXJ,Male,Yes,Yes,No,3,Yes,DSL,Yes,Monthly,Check,56.15,168.15,Yes
8835-VSDSE,Female,Yes,No,No,2,Yes,Fiber,Yes,Monthly,eCheck,70.7,141.45,Yes
8837-VVWLQ,Female,No,No,No,8,Yes,Fiber,No,Monthly,eCheck,84.95,668.4,Yes
8838-GPHZP,Female,No,No,No,63,Yes,No,Yes,Biannually,Check,20.6,1298.7,No
8840-DQLGN,Female,Yes,No,Yes,35,Yes,Fiber,Yes,Monthly,Wire (auto),100.5,3653.35,Yes
8844-TONUD,Male,Yes,Yes,No,13,Yes,Fiber,Yes,Monthly,Check,96.65,1162.85,Yes
8845-LWKGE,Female,Yes,Yes,No,30,Yes,DSL,Yes,Annually,eCheck,64.5,1985.15,No
8847-GEOOQ,Male,Yes,No,No,60,No,DSL,Yes,Monthly,Wire (auto),60.2,3582.4,No
8849-AYPTR,Male,Yes,No,No,33,Yes,Fiber,No,Monthly,eCheck,91.25,2964.05,No
8849-GYOKR,Female,Yes,No,No,54,Yes,Fiber,No,Annually,Wire (auto),106.55,5763.3,Yes
8849-PRIQJ,Female,Yes,Yes,No,67,Yes,Fiber,Yes,Annually,eCheck,109.4,7281.6,No
8851-RAGOV,Female,Yes,No,No,25,Yes,DSL,Yes,Monthly,Check,71.05,1837.7,No
8853-TZDGH,Female,No,No,No,72,Yes,Fiber,Yes,Biannually,Wire (auto),111.6,8012.75,No
8854-CCVSQ,Male,No,No,No,18,Yes,Fiber,Yes,Monthly,eCheck,80.65,1451.9,Yes
8857-CUPFQ,Male,Yes,No,No,63,Yes,No,No,Biannually,Check,19.25,1237.65,No
8859-AXJZP,Male,Yes,Yes,No,39,Yes,No,Yes,Biannually,Check,23.8,903.8,No
8859-DZTGQ,Male,No,No,No,33,Yes,No,No,Biannually,Check,20.35,689.75,No
8859-YSTWS,Male,No,No,No,48,Yes,No,No,Annually,Wire (auto),19.95,1004.5,No
8861-HGGKB,Female,No,No,No,10,Yes,Fiber,No,Monthly,eCheck,86.45,830.85,Yes
8865-TNMNX,Male,Yes,Yes,No,10,Yes,DSL,No,Annually,Check,49.55,475.7,No
8868-GAGIO,Male,Yes,No,No,45,Yes,Fiber,Yes,Monthly,Check,84.55,3713.95,No
8868-WOZGU,Male,No,No,No,28,Yes,Fiber,Yes,Monthly,eCheck,105.7,2979.5,Yes
8869-LIHMK,Female,No,No,No,64,Yes,Fiber,Yes,Biannually,Wire (auto),115.1,7334.05,No
8869-TORSS,Female,No,No,No,48,Yes,DSL,Yes,Annually,Credit (auto),60.35,2896.4,Yes
8871-JLMHM,Female,Yes,No,No,68,Yes,Fiber,No,Biannually,Credit (auto),90.2,6297.65,No
8873-GLDMH,Female,No,No,No,6,Yes,Fiber,Yes,Monthly,Check,73.85,401.3,No
8873-TMKGR,Male,No,No,No,29,Yes,No,No,Annually,Check,19.1,529.5,No
8874-EJNSR,Male,Yes,Yes,No,39,Yes,No,No,Biannually,Check,25.2,987.95,No
8875-AKBYH,Male,No,No,Yes,20,Yes,Fiber,Yes,Monthly,eCheck,84.35,1745.2,No
8878-HMWBV,Male,No,No,No,3,Yes,DSL,Yes,Monthly,eCheck,49.15,169.05,Yes
8878-RYUKI,Female,No,No,No,52,Yes,DSL,Yes,Monthly,eCheck,59.45,3043.7,No
8879-XUAHX,Male,Yes,No,No,71,Yes,Fiber,Yes,Biannually,eCheck,116.25,8564.75,No
8879-ZKJOF,Female,No,No,No,41,Yes,DSL,Yes,Annually,Wire (auto),79.85,3320.75,No
8882-TLVRW,Male,Yes,Yes,No,69,No,DSL,No,Biannually,Check,39.1,2779.5,No
8883-ANODQ,Female,Yes,Yes,No,68,Yes,Fiber,Yes,Biannually,Credit (auto),84.4,5746.75,No
8883-GRDWQ,Male,No,No,Yes,20,Yes,DSL,No,Annually,Check,54,1055.9,No
8884-ADFVN,Male,Yes,No,Yes,7,Yes,Fiber,Yes,Monthly,eCheck,101.95,700.85,Yes
8884-FEEWR,Male,No,No,No,35,Yes,No,No,Annually,Wire (auto),20.6,754,No
8884-MRNSU,Male,Yes,Yes,No,17,Yes,No,No,Annually,Wire (auto),19.9,329.75,No
8885-QSQBX,Female,No,No,No,1,Yes,DSL,No,Monthly,Wire (auto),49.55,49.55,No
8887-IPQNC,Female,Yes,No,No,7,Yes,DSL,Yes,Monthly,Check,44.25,313.45,No
8894-JVDCV,Female,No,No,No,62,Yes,Fiber,Yes,Annually,Credit (auto),115.05,7133.45,No
8896-BQTTI,Male,No,No,No,1,Yes,No,Yes,Monthly,Check,25,25,No
8896-RAZCR,Female,No,Yes,No,44,Yes,No,No,Biannually,Check,19.9,868.1,No
8898-KASCD,Male,No,No,No,39,No,DSL,No,Annually,Check,35.55,1309.15,No
8901-HJXTF,Female,Yes,Yes,No,12,No,DSL,No,Monthly,Check,29.2,309.1,Yes
8901-UPRHR,Female,Yes,Yes,No,72,Yes,Fiber,Yes,Biannually,Wire (auto),109.2,7711.45,No
8902-ZEOVF,Male,Yes,Yes,No,47,Yes,No,No,Annually,Check,20.05,951.55,No
8903-WMRNW,Female,Yes,No,No,15,Yes,Fiber,No,Monthly,eCheck,101.75,1669.4,No
8903-XEBGX,Male,No,Yes,No,2,Yes,DSL,Yes,Monthly,eCheck,55.3,108.65,No
8904-OPDCK,Male,Yes,No,Yes,54,No,DSL,Yes,Monthly,Wire (auto),24.95,1364.75,No
8905-IAZPF,Female,Yes,No,No,69,Yes,Fiber,Yes,Annually,Credit (auto),95.65,6744.2,No
8908-NMQTX,Male,No,No,No,72,No,DSL,Yes,Biannually,Wire (auto),65.6,4566.5,No
8908-SLFCJ,Female,No,No,No,21,Yes,No,Yes,Biannually,Credit (auto),20.85,435.25,No
8909-BOLNL,Male,No,No,No,3,Yes,No,No,Annually,Check,21.2,52.05,No
8910-ICHIU,Female,No,No,No,46,Yes,Fiber,Yes,Annually,Credit (auto),95.65,4664.2,No
8910-LEDAG,Male,Yes,No,Yes,34,Yes,Fiber,No,Monthly,Credit (auto),71.55,2427.35,No
8914-RBTSB,Male,Yes,No,No,31,Yes,Fiber,No,Monthly,eCheck,93.8,3019.5,Yes
8915-NNTRC,Male,Yes,Yes,No,72,Yes,Fiber,Yes,Biannually,Credit (auto),107.7,7919.8,No
8917-FAEMR,Female,No,No,No,37,Yes,No,No,Biannually,Check,19.85,784.25,No
8917-SZTTJ,Male,Yes,Yes,No,60,Yes,No,No,Biannually,Credit (auto),19.65,1161.75,No
8919-FYFQZ,Male,Yes,No,Yes,44,No,DSL,Yes,Monthly,eCheck,30.35,1359.7,Yes
8920-NAVAY,Male,No,No,Yes,62,Yes,Fiber,Yes,Annually,Wire (auto),110.75,7053.35,No
8922-LIEGH,Female,No,No,Yes,25,Yes,Fiber,Yes,Monthly,eCheck,89.7,2187.55,Yes
8922-NPKBJ,Male,Yes,Yes,No,42,Yes,No,No,Biannually,Check,19.35,867.3,No
8929-KSWIH,Male,No,No,No,25,Yes,Fiber,No,Biannually,Wire (auto),99.3,2513.5,No
8930-XOTDP,Female,Yes,Yes,No,18,Yes,DSL,No,Monthly,Check,55.95,1082.8,No
8931-GJJIQ,Female,No,No,No,9,Yes,Fiber,Yes,Monthly,eCheck,83.3,803.3,Yes
8932-CZHRQ,Male,No,No,No,68,Yes,DSL,No,Annually,Credit (auto),76.75,5233.25,No
8937-RDTHP,Male,No,No,No,1,Yes,Fiber,Yes,Monthly,Check,84.6,84.6,Yes
8938-UMKPI,Female,No,No,No,47,Yes,Fiber,Yes,Monthly,eCheck,106.4,5127.95,Yes
8942-DBMHZ,Male,No,No,No,12,Yes,No,No,Monthly,Check,20.45,255.35,No
8943-URTMR,Female,No,No,No,2,Yes,Fiber,Yes,Monthly,Check,79.65,152.7,Yes
8944-AILEF,Male,Yes,No,No,15,Yes,No,Yes,Monthly,Credit (auto),19.45,340.85,No
8945-GRKHX,Female,No,Yes,No,1,Yes,Fiber,No,Monthly,eCheck,78.65,78.65,Yes
8945-MUQUF,Male,No,No,No,51,Yes,Fiber,Yes,Annually,eCheck,94.8,4837.6,Yes
8946-BFWSG,Male,Yes,Yes,No,63,Yes,No,No,Biannually,Check,25.25,1573.05,No
8947-YRTDV,Male,Yes,Yes,No,32,Yes,Fiber,No,Annually,Check,94.8,3131.55,No
8949-JTMAY,Female,No,No,No,29,Yes,Fiber,Yes,Monthly,Credit (auto),98.6,2933.2,Yes
8950-MTZNV,Male,No,No,No,1,Yes,DSL,Yes,Monthly,Check,44.95,44.95,No
8952-WCVCD,Female,Yes,No,No,41,Yes,Fiber,Yes,Annually,Wire (auto),104.45,4162.05,No
8957-THMOA,Female,No,Yes,No,50,Yes,No,No,Biannually,Credit (auto),20.15,970.85,No
8958-JPTRR,Female,Yes,No,No,56,Yes,No,No,Annually,eCheck,24.3,1261.7,No
8961-QDZZJ,Female,Yes,Yes,No,57,Yes,Fiber,Yes,Annually,eCheck,95,5535.8,No
8963-JLGJT,Male,No,Yes,No,3,Yes,DSL,No,Monthly,Check,55.9,157.55,No
8963-MQVYN,Female,No,Yes,No,22,Yes,No,Yes,Monthly,eCheck,20.55,469.85,No
8966-KZXXA,Male,Yes,Yes,No,36,Yes,No,No,Biannually,Credit (auto),25.1,930.95,No
8966-OIQHG,Female,Yes,Yes,No,22,Yes,No,No,Annually,Wire (auto),20.75,452.35,No
8966-SNIZF,Female,Yes,No,No,70,Yes,No,No,Biannually,Wire (auto),19.45,1303.5,No
8967-SZQAS,Female,No,No,No,14,Yes,DSL,No,Monthly,eCheck,50.45,765.45,No
8969-PRHFK,Male,No,No,No,18,Yes,No,No,Annually,Check,19.65,411.25,No
8970-ANWXO,Female,No,No,No,23,Yes,DSL,Yes,Annually,Check,73.75,1756.6,No
8972-HJWNV,Female,Yes,No,Yes,7,Yes,Fiber,Yes,Monthly,eCheck,84.55,646.85,Yes
8974-OVACP,Female,No,No,No,1,Yes,No,No,Monthly,Check,20.15,20.15,No
8975-SKGRX,Male,Yes,No,No,71,Yes,Fiber,Yes,Biannually,Wire (auto),116.1,8310.55,No
8976-OQHGT,Female,Yes,Yes,No,4,Yes,DSL,No,Monthly,Check,56.5,235.1,Yes
8979-CAMGB,Male,No,No,Yes,64,Yes,Fiber,No,Annually,eCheck,102.1,6688.1,No
8980-WQFWL,Female,No,No,No,35,Yes,DSL,Yes,Monthly,eCheck,62.1,2096.1,No
8981-FJGLA,Male,No,Yes,No,11,Yes,Fiber,Yes,Monthly,Check,78,851.8,No
8982-NHAVY,Male,No,No,No,27,Yes,Fiber,Yes,Annually,Wire (auto),100.5,2673.45,No
8984-EYLLL,Male,Yes,No,No,64,Yes,Fiber,Yes,Biannually,eCheck,105.25,6823.4,No
8984-HPEMB,Female,No,No,No,71,Yes,Fiber,Yes,Biannually,eCheck,118.65,8477.6,No
8985-OOPOS,Female,No,No,No,1,Yes,DSL,No,Annually,Credit (auto),74.1,74.1,No
8988-ECPJR,Female,Yes,Yes,Yes,34,Yes,Fiber,Yes,Monthly,Check,79.6,2718.3,Yes
8990-YOZLV,Female,No,No,No,69,Yes,DSL,Yes,Biannually,Check,66.9,4577.9,No
8990-ZXLSU,Female,No,No,No,9,Yes,Fiber,No,Monthly,eCheck,69.05,651.5,No
8992-CEUEN,Female,No,No,No,1,Yes,No,No,Monthly,eCheck,18.85,18.85,No
8992-JQYUN,Male,Yes,No,No,1,No,DSL,Yes,Monthly,eCheck,50.35,50.35,Yes
8992-OBVDG,Male,No,No,No,21,Yes,DSL,No,Monthly,Check,61.65,1393.6,No
8992-VONJD,Female,No,Yes,No,13,Yes,DSL,Yes,Monthly,eCheck,56,764.55,No
8993-IZEUX,Male,No,No,No,7,Yes,Fiber,No,Monthly,Wire (auto),69.15,488.65,No
8993-PHFWD,Female,No,No,No,3,No,DSL,No,Monthly,eCheck,25.25,58.9,Yes
8996-ZROXE,Male,No,No,Yes,57,Yes,DSL,Yes,Annually,eCheck,53.5,3035.8,No
8999-BOHSE,Female,No,No,Yes,11,Yes,Fiber,No,Monthly,Wire (auto),89.7,1047.7,Yes
8999-EXMNO,Female,Yes,Yes,No,19,Yes,No,No,Biannually,Check,20.15,387.7,No
